#Organism group,Strain,Isolate identifiers,Isolate,AMR genotypes,AMR genotypes core,AST phenotypes
"Acinetobacter baumannii","MRSN15048","""MRSN 15048"",""MRSN15048"",""MRSN_ISO_15048"",""SRS1279435""","PDT000106900.2","aac(3)-Ia=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-Ia=COMPLETE,blaADC-11=COMPLETE,blaADC-176=COMPLETE,blaOXA-23=COMPLETE,blaOXA-69=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE","aac(3)-Ia=COMPLETE,aadA1=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-Ia=COMPLETE,blaADC-11=COMPLETE,blaADC-176=COMPLETE,blaOXA-23=COMPLETE,blaOXA-69=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE","amikacin=S,ampicillin-sulbactam=R,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,moxifloxacin=R,nitrofurantoin=R,tetracycline=R,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=R"
"Acinetobacter baumannii","MRSN7822","""MRSN 7822"",""MRSN7822"",""MRSN_ISO_7822"",""SRS1279641""","PDT000106921.2","aac(3)-Ia=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-Ia=COMPLETE,blaADC-11=COMPLETE,blaADC-176=COMPLETE,blaOXA-23=COMPLETE,blaOXA-69=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE","aac(3)-Ia=COMPLETE,aadA1=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-Ia=COMPLETE,blaADC-11=COMPLETE,blaADC-176=COMPLETE,blaOXA-23=COMPLETE,blaOXA-69=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE","amikacin=S,ampicillin-sulbactam=R,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,moxifloxacin=R,nitrofurantoin=R,tetracycline=R,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=R"
"Acinetobacter baumannii","MRSN15067","""MRSN 15067"",""MRSN15067"",""SRS1338513""","PDT000114307.2","abaF=COMPLETE,adeS_H189Y=POINT,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaADC-88=COMPLETE,blaMCA=COMPLETE,blaOXA-317=COMPLETE,sul2=COMPLETE,tet(39)=COMPLETE","adeS_H189Y=POINT,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaADC-88=COMPLETE,blaMCA=COMPLETE,blaOXA-317=COMPLETE,sul2=COMPLETE,tet(39)=COMPLETE","amikacin=S,ampicillin-sulbactam=S,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,ceftazidime=S,ceftriaxone=R,ciprofloxacin=S,gentamicin=R,imipenem=S,levofloxacin=S,meropenem=S,moxifloxacin=S,nitrofurantoin=R,tetracycline=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R"
"Acinetobacter baumannii","MRSN20755","""MRSN20755"",""SRS1155446""","PDT000094634.1","abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-76=COMPLETE,blaCMY-30=COMPLETE,blaOXA-68=COMPLETE,floR=COMPLETE,sul2=COMPLETE,tet(39)=COMPLETE,tet(A)=COMPLETE","ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-76=COMPLETE,blaCMY-30=COMPLETE,blaOXA-68=COMPLETE,floR=COMPLETE,sul2=COMPLETE,tet(39)=COMPLETE,tet(A)=COMPLETE","amikacin=S,ampicillin-sulbactam=R,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,gentamicin=R,imipenem=S,levofloxacin=S,meropenem=S,moxifloxacin=S,nitrofurantoin=R,tetracycline=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R"
"Acinetobacter baumannii","MRSN15073","""MRSN 15073"",""MRSN15073"",""SRS1337607""","PDT000114094.2","abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaADC-76=COMPLETE,blaCMY-30=COMPLETE,blaOXA-68=COMPLETE,floR=COMPLETE,gyrA_S81L=POINT,sul2=COMPLETE,tet(39)=COMPLETE,tet(A)=COMPLETE","ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaADC-76=COMPLETE,blaCMY-30=COMPLETE,blaOXA-68=COMPLETE,floR=COMPLETE,gyrA_S81L=POINT,sul2=COMPLETE,tet(39)=COMPLETE,tet(A)=COMPLETE","amikacin=S,ampicillin-sulbactam=I,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=R,imipenem=S,levofloxacin=S,meropenem=S,moxifloxacin=S,nitrofurantoin=R,tetracycline=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R"
"Acinetobacter baumannii","MRSN15037","""MRSN 15037"",""MRSN15037"",""SRS1337507""","PDT000113789.2","abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-185=COMPLETE,blaOXA-69=COMPLETE,gyrA_S81L=POINT,parC_E88K=POINT,sul1=COMPLETE","ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-185=COMPLETE,blaOXA-69=COMPLETE,gyrA_S81L=POINT,parC_E88K=POINT,sul1=COMPLETE","amikacin=R,ampicillin-sulbactam=S,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=R,imipenem=S,levofloxacin=I,meropenem=S,moxifloxacin=S,nitrofurantoin=R,tetracycline=I,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R"
"Acinetobacter baumannii","MRSN15087","""MRSN 15087"",""MRSN15087"",""SRS1337492""","PDT000113791.2","abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-11=COMPLETE,blaOXA-69=COMPLETE","ant(3'')-IIa=COMPLETE,blaADC-11=COMPLETE,blaOXA-69=COMPLETE","amikacin=S,ampicillin-sulbactam=S,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=I,ceftazidime=S,ceftriaxone=I,ciprofloxacin=S,doripenem=S,gentamicin=S,imipenem=S,levofloxacin=S,meropenem=S,moxifloxacin=S,nitrofurantoin=R,tetracycline=S,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S"
"Acinetobacter baumannii","MRSN15076","""MRSN 15076"",""MRSN15076"",""SRS1337898""","PDT000114225.2","amvA=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-95=COMPLETE,blaOXA-100=COMPLETE","ant(3'')-IIa=COMPLETE,blaADC-95=COMPLETE,blaOXA-100=COMPLETE","amikacin=S,ampicillin-sulbactam=S,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,ceftazidime=S,ceftriaxone=I,ciprofloxacin=S,doripenem=S,gentamicin=S,imipenem=S,levofloxacin=S,meropenem=S,moxifloxacin=S,nitrofurantoin=R,tetracycline=I,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S"
"Acinetobacter baumannii","MRSN11795","""MRSN 11795"",""MRSN11795"",""SRS1338529""","PDT000114306.2","amvA=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-241=COMPLETE,blaOXA-98=COMPLETE","ant(3'')-IIa=COMPLETE,blaADC-241=COMPLETE,blaOXA-98=COMPLETE","amikacin=S,ampicillin-sulbactam=S,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=S,ceftazidime=S,ceftriaxone=S,ciprofloxacin=S,doripenem=S,gentamicin=S,imipenem=S,levofloxacin=S,meropenem=S,moxifloxacin=S,nitrofurantoin=R,tetracycline=S,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S"
"Acinetobacter baumannii","MRSN15082","""MRSN 15082"",""MRSN15082"",""SRS1338512""","PDT000114308.2","abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,bla=HMM,blaADC-80=COMPLETE,blaOXA-94=COMPLETE","ant(3'')-IIa=COMPLETE,bla=HMM,blaADC-80=COMPLETE,blaOXA-94=COMPLETE","amikacin=S,ampicillin-sulbactam=S,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=I,ceftazidime=S,ceftriaxone=I,ciprofloxacin=S,doripenem=S,gentamicin=S,imipenem=S,levofloxacin=S,meropenem=S,moxifloxacin=S,nitrofurantoin=R,tetracycline=I,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S"
"Acinetobacter baumannii","MRSN7831","""MRSN 7831"",""MRSN7831"",""SRS1337611""","PDT000114112.2","aac(3)-Ia=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-30=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(B)=COMPLETE","aac(3)-Ia=COMPLETE,aadA1=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-30=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(B)=COMPLETE","amikacin=S,ampicillin-sulbactam=R,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,doripenem=S,gentamicin=R,imipenem=S,levofloxacin=R,meropenem=S,moxifloxacin=R,nitrofurantoin=R,tetracycline=R,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S"
"Acinetobacter baumannii","MRSN7832","""MRSN 7832"",""MRSN7832"",""SRS1337675""","PDT000114221.2","aac(3)-Ia=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-30=COMPLETE,blaADC=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(B)=COMPLETE","aac(3)-Ia=COMPLETE,aadA1=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-30=COMPLETE,blaADC=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(B)=COMPLETE","amikacin=S,ampicillin-sulbactam=R,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,doripenem=S,gentamicin=R,imipenem=S,levofloxacin=R,meropenem=S,moxifloxacin=R,nitrofurantoin=R,tetracycline=R,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S"
"Acinetobacter baumannii","MRSN15044","""MRSN 15044"",""MRSN15044"",""SRS1338135""","PDT000114244.2","aac(3)-Ia=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-30=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE","aac(3)-Ia=COMPLETE,aadA1=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-30=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE","amikacin=S,ampicillin-sulbactam=R,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,doripenem=S,gentamicin=R,imipenem=S,levofloxacin=R,meropenem=S,moxifloxacin=R,nitrofurantoin=R,tetracycline=R,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=R"
"Acinetobacter baumannii","MRSN7817","""MRSN 7817"",""MRSN7817"",""SRS1338314""","PDT000114281.2","aac(3)-Ia=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-30=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(B)=COMPLETE","aac(3)-Ia=COMPLETE,aadA1=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-30=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(B)=COMPLETE","amikacin=S,ampicillin-sulbactam=R,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,doripenem=S,gentamicin=R,imipenem=S,levofloxacin=R,meropenem=S,moxifloxacin=R,nitrofurantoin=R,tetracycline=R,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S"
"Acinetobacter baumannii","MRSN11804","""MRSN 11804"",""MRSN11804"",""MRSN_ISO_11804"",""SRS1271518""","PDT000106861.2","abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-312=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE","ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-312=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE","amikacin=R,ampicillin-sulbactam=S,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=R,imipenem=I,imipenem=S,levofloxacin=R,meropenem=R,moxifloxacin=R,nitrofurantoin=R,tetracycline=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R"
"Acinetobacter baumannii","MRSN11801","""MRSN 11801"",""MRSN11801"",""MRSN_ISO_11801"",""SRS1296711""","PDT000107066.2","abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE","ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE","amikacin=R,ampicillin-sulbactam=S,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,doripenem=S,gentamicin=R,imipenem=S,levofloxacin=R,meropenem=S,moxifloxacin=R,nitrofurantoin=R,tetracycline=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R"
"Acinetobacter baumannii","MRSN15079","""MRSN 15079"",""MRSN15079"",""MRSN_ISO_15079"",""SRS1296715""","PDT000107080.2","abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-VIa=COMPLETE,aph(6)-Id=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-VIa=COMPLETE,aph(6)-Id=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","amikacin=R,ampicillin-sulbactam=R,ampicillin-sulbactam=S,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=R,imipenem=S,levofloxacin=R,meropenem=S,moxifloxacin=R,nitrofurantoin=R,tetracycline=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R"
"Acinetobacter baumannii","MRSN11792","""MRSN 11792"",""MRSN11792"",""SRS1338491""","PDT000114285.2","abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE","ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE","amikacin=I,ampicillin-sulbactam=I,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,doripenem=S,gentamicin=R,imipenem=S,levofloxacin=R,meropenem=S,moxifloxacin=R,nitrofurantoin=R,tetracycline=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R"
"Acinetobacter baumannii","MRSN11796","""MRSN 11796"",""MRSN11796"",""SRS1338632""","PDT000114327.2","abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE","ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE","amikacin=I,ampicillin-sulbactam=I,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,doripenem=S,gentamicin=R,imipenem=S,levofloxacin=R,meropenem=S,moxifloxacin=R,nitrofurantoin=R,tetracycline=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R"
"Acinetobacter baumannii","MRSN889","""MRSN 889"",""MRSN889"",""SRS1339104""","PDT000114609.2","abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-113=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE","ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-113=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE","amikacin=R,ampicillin-sulbactam=S,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,moxifloxacin=R,nitrofurantoin=R,tetracycline=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R"
"Staphylococcus aureus","0780-1302-2015","""0780-1302-2015"",""SRS3745661""","PDT000287914.2","abc-f=HMM,fosB=COMPLETE,mepA=COMPLETE,pbp4_E218K=POINT,tet(38)=COMPLETE","abc-f=HMM,fosB=COMPLETE,pbp4_E218K=POINT,tet(38)=COMPLETE","amoxicillin-clavulanic acid=S,ampicillin-sulbactam=S,cefazolin=S,ceftriaxone=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,imipenem=S,levofloxacin=S,linezolid=S,meropenem=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus","0908-2002-2015","""0908-2002-2015"",""SRS3745660""","PDT000302341.2","mepA=COMPLETE,tet(38)=COMPLETE","tet(38)=COMPLETE","amoxicillin-clavulanic acid=S,ampicillin-sulbactam=S,cefazolin=S,ceftriaxone=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,imipenem=S,levofloxacin=S,linezolid=S,meropenem=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus","1014-2602-2015","""1014-2602-2015"",""SRS3745663""","PDT000302342.2","mepA=COMPLETE,tet(38)=COMPLETE","tet(38)=COMPLETE","amoxicillin-clavulanic acid=S,ampicillin-sulbactam=S,cefazolin=S,ceftriaxone=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,imipenem=S,levofloxacin=S,linezolid=S,meropenem=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus","0257-2201-2015","""0257-2201-2015"",""SRS3745662""","PDT000302343.2","abc-f=HMM,fosB=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,fosB=COMPLETE,tet(38)=COMPLETE","amoxicillin-clavulanic acid=S,ampicillin-sulbactam=S,cefazolin=S,ceftriaxone=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=S,gentamicin=S,imipenem=S,levofloxacin=S,linezolid=S,meropenem=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus","0537-0302-2015","""0537-0302-2015""","PDT000516831.3","abc-f=HMM,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,tet(38)=COMPLETE","amoxicillin-clavulanic acid=S,ampicillin-sulbactam=S,cefazolin=S,ceftriaxone=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,imipenem=S,levofloxacin=S,linezolid=S,meropenem=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus","0137-2003-2005","""0137-2003-2005""","PDT000516833.3","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_L27F=POINT,mepA=COMPLETE,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_L27F=POINT,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","amoxicillin-clavulanic acid=S,ampicillin-sulbactam=S,cefazolin=S,ceftriaxone=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,imipenem=S,levofloxacin=S,linezolid=S,meropenem=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus","0141-0204-2007","""0141-0204-2007""","PDT000516834.3","abc-f=HMM,fosB=COMPLETE,mepA=COMPLETE,murA_G257D=POINT,tet(38)=COMPLETE","abc-f=HMM,fosB=COMPLETE,murA_G257D=POINT,tet(38)=COMPLETE","amoxicillin-clavulanic acid=S,ampicillin-sulbactam=S,cefazolin=S,ceftriaxone=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,imipenem=S,levofloxacin=S,linezolid=S,meropenem=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
